논문고유번호,논문제목,논문제목(영문),저자명,소속기관명,학술지명,발행년도,권호,키워드,주제어,초록(원문),초록(영문)
ART003314192,전통조각과 기술의 융합을 통한 형상 : 전통조각의 영역을 확장시킨 사례들을 중심으로,Form Through the Integration of Traditional Sculpture and Technology : Focusing on Cases that Expanded the Domain of Traditional Sculpture,김성윤(홍익대학교),홍익대학교,한국휴먼이미지디자인,2026,Vol.8 No.1,"전통조각, 형상, 기술 융합, 형상조각, 기술미학, 움직임, 확장된 전통조각, 기술적 개체, 휴먼이미지, 이미지 디자인, traditional sculpture, figuration, technological convergence, figurative sculpture, techno-aesthetics, movement, expanded tradition, technical individual, human image, image design",복합학 > 감성과학 > 감성문화/사회,"본 논문은 전통조각의 형상 개념이 기술과 융합될 때, 조각의 조형적 가치와 미학적 범주가 어떻게 확장되는지를 고찰한다. 전통조각은 오랫동안 돌·청동·점토와 같은 물질을 통해 인간과 세계의 형상을 구현하는 조형예술의 근간으로 자리해왔다. 그러나 20세기 후반 이후 산업기술과 전자매체의 발전은 조각의 개념을 변화시켰고, 기계적 장치와 조형적 형상이 결합된 새로운 조각 형태가 출현하였다. 이는 조각이 전통적 수공예의 한계를 벗어나, 움직임·시간성·관계성을 포함한 확장된 전통조각으로 진화했음을 보여준다.
이러한 변화는 조각이 본래 지닌 형상 중심의 본질을 훼손한 것이 아니라, 오히려 전통조각의 조형 원리와 미학적 정신이 기술적 조각 속에서 새로운 방식으로 계승된 결과이다. 즉, 전통조각의 형상적 탐구가 기술적 조형언어로 확장된 것이다.
본 연구는 기계적인 구조를 지닌 조각이 전통조각의 확장된 형태로 구분될 수 있음을 논증한다. 이를 위해 한국 현대조각에서 나타난 전통조각의 사례로 권진규(Kwon Jin Kyu, 1922~1973)와 문신(Moon Shin, 1922~1995)의 작품을 살펴보고, 최우람(Choe U Ram, 1970~), 다비데 콰욜라(Davide Quayola, 1982~)의 작업을 통해, 형상 조각의 정신이 기술적인 조형 속에서 어떻게 계승·변용되는지를 분석한다. 또한 연구자의 작품 <비너스의 재구성>, <조각난 얼굴>을 통해, 기계적인 운동과 고전적인 형상이 결합된 현대적 전통조각의 구현 가능성을 제시한다. 결론적으로 본 논문은 전통조각과 기술조각의 관계를 단절이 아닌 연속성의 관계로 살펴볼 것이며, 기술의 개입이 조각의 본질을 변화시키는 것이 아니라 형상의 조형적 가치를 확장시킴을 밝힌다. 따라서 기술과 결합된 기계조각 또한 전통적인 조각의 미학을 계승한 동시대의 조형적인 실천으로 이해될 수 있다.","When sculptural form encounters technology, the field of sculpture does not dissolve but rearticulates its operative values. Historically grounded in material practices—stone, bronze, clay—traditional sculpture established form as a primary mediator between the human body and the world. Since the late twentieth century, however, industrial mechanisms and electronic media have displaced static craftsmanship, giving rise to sculptural configurations in which motion, temporality, and relational systems become formative conditions rather than external effects.
Such transformations do not negate the formative logic of traditional sculpture; instead, its aesthetic principles persist through technical articulation. Form, in this sense, migrates—no longer confined to manual production, yet structurally continuous within mechanical and algorithmic frameworks. On this basis, the study situates kinetic and technological sculpture as an expanded mode of tradition rather than its rupture.
Through works by Kwon Jin Kyu and Moon Shin, alongside contemporary practices by Choe U-Ram and Davide Quayola, the persistence and mutation of sculptural form within technical systems are traced. This inquiry is further extended through the author’s works Reconfigured Venus and Fragmented Face, where classical figuration and mechanical movement intersect. Sculpture, therefore, emerges not as a displaced discipline, but as a form sustained through continuity—its aesthetic scope enlarged by technological mediation rather than undone by it."
ART003319129,근대 신문자료 공간분석을 위한디지털인문학 워크 플로우― 『황성신문』(1898~1904) 잡보란 일본 관련 기사를 중심으로,A Digital Humanities Workflow for the Spatial Analysis of Modern Korean Newspapers― Focusing on Japan-Related Articles in the Miscellany Section of Hwangseong Sinmun (1898~1904),전성규(가천대학교),가천대학교,대동문화연구,2026,No.133,"Hwangseong Sinmun, The Miscellany Section, Topic Modeling, NER, Map-Based Visualization, The Formation of Front Lines during the Russo-Japanese War, The Spatial Narrative of Colonization, 『황성신문』, 잡보란, 토픽모델링, 개체명인식, 지도시각화, 러일전쟁 전선 형성, 식민화 공간적 전개",인문학 > 기타인문학,"논문은 『황성신문』 창간호부터 1904년 12월 30일까지 일본 관련 잡보란 기사를 대상으로 원시 코퍼스의 구조화, 토픽모델링, 개체명 인식 그중 지명 태깅, QGIS를 활용한 공간 시각화 과정까지의 워크플로우를 제시하고 이를 통해 일본의 대한정책이 공간 점유와 긴밀히 연동하는 과정을 검토하고자 하였다.
분석은 다음과 같은 단계를 거쳐 이루어졌다. 우선 한글파일로 입력된 원시 코퍼스를 분석 가능한 형태로 변환하기 위해 정규화 과정을 거친 후, 날짜, 제목, 본문을 순차적으로 추출하는 방식으로 파싱을 진행하였다. 본격적인 분석은 토픽모델링을 통한 주제적 분포 확인, 개체명 인식(NER)을 활용한 태깅, 지역명(LC) 정보를 보완, 관련 데이터셋을 재구축하여 지리정보처리 도구 QGIS를 활용해 시기별 공간 분포에 대한 변화를 추적하였다. 이미 원시코퍼스 단계에서부터 주요 토픽이 설정되었기 때문에 토픽모델링은 분석 대상이 되는 전체 1,679개 기사의 주제 지형도를 확인하는 차원에서 보조적으로 사용하였다. 연도별과 월별로 기사 빈도표를 작성하고 농업, 임업, 어업 관련한 기사 등장 연월 구분표를 작성하여 계절별로 수탈 물자와 장소가 변화하는 양상을 지도 자료로 시각화하였다. 또한 1898년부터 1904년까지 기사 중 시간이 구체적으로 언급된 기사를 대상으로 타임라인을 작성하여 1904년 러일전쟁을 전후로 하여 시간적 리듬에 변화가 발생함을 관찰하였다.
1898년부터 1904년까지 일본의 대한정책 관련 잡보 기사에서 언급된 지명을 지도상에 표시한 결과, 점의 분포가 해안가를 따라 집중적으로 생성된 후 내륙으로 점차 들어오며 한반도 전역을 뒤덮는 양상을 띠고 있음을 확인할 수 있다. 이러한 결과는 1904년 무렵 이미 일본의 식민화 과정이 상당부분 이뤄졌다고 판단할 수 있는 근거가 될 수 있다.
특히 러일전쟁 시기 기사를 공간적으로 분석한 결과 평양-함흥-단천-길주를 잇는 최북단 연결선을 중심으로 일본과 러시아가 형성한 전선, 일본의 한반도 장악 범위를 확인할 수 있다. 평안북도 의주, 함경북도 경성 등지는 러시아군의 근거지로 활용되는 곳이었고 북진하는 일본군과 남하한 러시아군이 정주, 영변, 박천, 성진 등지에서 국지적 교전을 벌이며 세력을 다퉜다.
1904년 7월을 전후로 서울 종로에서는 보안회를 중심으로 조직화된 형태의 저항이 등장하였으며 압록강 일대에서는 저항군이 통신선, 철도 노선을 차단하는 등 게릴라 활동을 전개하였다. 1904년까지의 시기는 일본의 군사적, 행정적 공간 점유가 집중적으로 전개된 시기로 그 일방성과 폭력성, 가속성 속에서 조선 사회 전반이 구조적인 충격을 경험하였다. 하지만 1904년 7월 이후로 가면 이에 대응하는 조선인의 다양한 형태의 저항이 맞물리며 공간적 동역학이 본격화하는 양상을 확인할 수 있다.","This article proposes a digital humanities workflow encompassing corpus structuring, topic modeling, named entity recognition―specifically place-name (LC) tagging―and spatial visualization using QGIS, based on Japan-related articles in the miscellany section of Hwangseong Sinmun from its inaugural issue through December 30, 1904. Through this workflow, the study examines how Japan's Korea policy was closely intertwined with processes of spatial occupation.
The analysis proceeded through several stages. First, the raw corpus, originally entered as Hangul text files, was normalized and parsed into analyzable units by sequentially extracting dates, titles, and main text. The core analytical process then consisted of identifying thematic distributions through topic modeling, applying named entity recognition (NER) for tagging, supplementing and correcting place-name (LC) information, reconstructing the dataset, and tracing temporal changes in spatial distributions using the geographic information processing tool QGIS. Because key thematic domains had already been delineated at the raw corpus stage, topic modeling was employed primarily as an auxiliary method to obtain an overview of the thematic landscape of the entire set of 1,679 articles. Frequency tables by year and month were compiled, along with monthly distributions of articles related to agriculture, forestry, and fisheries, enabling visualization of seasonal shifts in extracted resources and their locations. In addition, a timeline was constructed using articles that explicitly referenced dates and times, revealing a noticeable change in temporal rhythm around the outbreak of the Russo-Japanese War in 1904.
When the place names mentioned in Japan-related miscellany articles from 1898 to 1904 were plotted on a map, the resulting distribution showed a pattern in which points initially clustered along coastal areas and then gradually expanded inland, eventually covering the entire Korean Peninsula. This spatial pattern suggests that by around 1904, Japan's colonialization process had already progressed to a considerable extent.
Spatial analysis of articles from the Russo-Japanese War period further reveals a northernmost line connecting Pyongyang, Hamheung, Dancheon, and Gilju, corresponding to the frontline formed between Japanese and Russian forces and indicating the extent of Japanese control over the peninsula. Areas such as Uiju in Pyeonganbuk-do and Gyeongseong in Hamgyeongbuk-do functioned as Russian strongholds, while advancing Japanese forces and southward-moving Russian troops engaged in localized battles in regions including Jeongju, Yeongbyeon, Bakcheon, and Seongjin.
Around July 1904, organized resistance emerged in Seoul's Jongno district, centered on the Boanhoe (Security Association), while guerrilla activities intensified along the Yalu River, where resistance groups sabotaged communication lines and railway routes. Up to 1904, Japan's military and administrative occupation of space unfolded with marked unilaterality, violence, and rapid acceleration, producing profound structural shocks across Korean society. From mid-1904 onward, however, these processes increasingly intersected with diverse forms of Korean resistance, giving rise to a more dynamic and contested spatial configuration."
ART001089730,한국어 전칭양화사 구문의구조와 의미 해석,Structures and Semantic Interpretations of Korean Universal Quantifier Construction,최재희(조선대학교),조선대학교,한글,2005,No.267,"universal quantifier, attribute construction, complement-headconstruction, adjunct construction, double case markerconstruction, NP quantification, action quantification., universal quantifier, attribute construction, complement-headconstruction, adjunct construction, double case markerconstruction, NP quantification, action quantification., 전칭양화사, 한정어 구성, 보충어-핵 구성, 부가어 구성, 격 표지 중출 구성, 개체 양화, 행위 양화.",인문학 > 한국어와문학,"이 논문에서는 전칭양화사 구문의 구조적 유형 및 양화 유형에 따른 의미 해석상의 상이점을 밝혀 보고자 하였다. 전칭양화사 구문의 구조는 전칭양화사가 개체와 어떻게 지시 관계를 가지느냐에 따라 한정어 구성, 보충어-핵 구성, 부가어 구성, 격 표지 중출 구성의 네 유형으로 분석하였다.
전칭양화사의 양화 의미는 개체 양화와 행위 양화로 구분하였다. 개체 양화는 가장 일반적인 유형으로서 양화 대상 개체의 전집합이나 개체의 전부를 지시하는 의미로 해석되는 경우이다. 이에 반해서 행위 양화는 [연속성]의 의미 자질을 가진 동사들의 ‘연속된 행위’를 ‘일회성 행위의 집합’으로 재구조화하여 인식하고, 화자의 인식 속에서 상정된 각 행위 단계의 전집합을 지시하는 유형이다. 이러한 양화 유형을 갖는 전칭양화사는 ‘다’이다.","This paper attempts to survey the structural properties of Korean universal quantifier constructions as manifested in various form and to determine the differences in semantic interpretation according to quantifier type. It can be assumed that the universal quantifier constructions are classified into four types according to their relation to the NPs they refer to: attribute constructions, complement-head constructions, adjunct constructions, and double case marker cons tructions. The quantificational meanings of universal quantifiers are divided into NP quantification and action quantification. The former, which is the most general form, can be interpreted as denoting the universal set of quantified NPs, or the whole of quantified NPs. On the other hand, the latter, which reorganizes continuing actions into one-time actions for verbs that have semantic features of continuity, denotes the universal set of one-time actions. This universal quan tifier is “da”. Accordingly, action quantification can not be overt in verbs that have the semantic feature [one-time]. This is because these verbs cannot be analyzed as a “set of step-by-step actions”."
ART000863319,로렌스의 내면의 어둠 : 뱀과 거북이 시편을 중심으로,On Lawrence's Inner Darkness : Snake and Tortoise Poems,전영옥(남서울대학교),남서울대학교,D.H. 로렌스 연구,2003,Vol.11 No.2,"성령, 죽음, 부활, 자아, 개체, 내면의 어둠, 성(sex), 남성(수컷), 여성(암컷), 무의식, 총체의식, 완전한 자아",인문학 > 영어와문학,,
ART003105142,효율적인 개방형 어휘 3차원 개체 분할을 위한 클래스-독립적인3차원 마스크 제안과 2차원-3차원 시각적 특징 앙상블,Class-Agnostic 3D Mask Proposal and 2D-3D Visual Feature Ensemble for Efficient Open-Vocabulary 3D Instance Segmentation,"송성호(경기대학교 컴퓨터과학과), 박경민(경기대학교 컴퓨터과학과), 김인철(경기대학교 AI컴퓨터공학부)","경기대학교 컴퓨터과학과, 경기대학교 AI컴퓨터공학부",정보처리학회 논문지,2024,Vol.13 No.7,"포인트 클라우드, 개방형-어휘 3차원 개체 분할, 3차원 마스크 제안, 2차원-3차원 시각적 특징 앙상블, Point Cloud, Open-Vocabulary 3D Instance Segmentation, Class-Agnostic 3D Mask Proposal, 2D-3D Visual Feature Ensemble",공학 > 컴퓨터학,"개방형 어휘 3차원 포인트 클라우드 개체 분할은 3차원 장면 포인트 클라우드를 훈련단계에서 등장하였던 기본 클래스의 개체들뿐만 아니라새로운 신규 클래스의 개체들로도 분할해야 하는 어려운 시각적 작업이다. 본 논문에서는 중요한 모델 설계 이슈별 기존 모델들의 한계점들을극복하기 위해, 새로운 개방형 어휘 3차원 개체 분할 모델인 Open3DME를 제안한다. 첫째, 제안 모델은 클래스-독립적인 3차원 마스크의 품질을향상시키기 위해, 새로운 트랜스포머 기반 3차원 포인트 클라우드 개체 분할 모델인 T3DIS[6]를 마스크 제안 모듈로 채용한다. 둘째, 제안 모델은각 포인트 세그먼트별로 텍스트와 의미적으로 정렬된 시각적 특징을 얻기 위해, 사전 학습된 OpenScene 인코더와 CLIP 인코더를 적용하여 포인트클라우드와 멀티-뷰 RGB 영상들로부터 각각 3차원 및 2차원 특징들을 추출한다. 마지막으로, 제안 모델은 개방형 어휘 레이블 할당 과정동안각 포인트 클라우드 세그먼트별로 추출한 2차원 시각적 특징과 3차원 시각적 특징을 상호 보완적으로 함께 이용하기 위해, 특징 앙상블 기법을적용한다. 본 논문에서는 ScanNet-V2 벤치마크 데이터 집합을 이용한 다양한 정량적, 정성적 실험들을 통해, 제안 모델의 성능 우수성을 입증한다.","Open-vocabulary 3D point cloud instance segmentation (OV-3DIS) is a challenging visual task to segment a 3D scene point cloudinto object instances of both base and novel classes. In this paper, we propose a novel model Open3DME for OV-3DIS to address importantdesign issues and overcome limitations of the existing approaches. First, in order to improve the quality of class-agnostic 3D masks,our model makes use of T3DIS, an advanced Transformer-based 3D point cloud instance segmentation model, as mask proposal module.
Second, in order to obtain semantically text-aligned visual features of each point cloud segment, our model extracts both 2D and 3Dfeatures from the point cloud and the corresponding multi-view RGB images by using pretrained CLIP and OpenSeg encoders respectively.
Last, to effectively make use of both 2D and 3D visual features of each point cloud segment during label assignment, our model adoptsa unique feature ensemble method. To validate our model, we conducted both quantitative and qualitative experiments on ScanNet-V2benchmark dataset, demonstrating significant performance gains."
ART002349308,러시아어 대명사 중출구문의 통사적 파생,The Syntactic Derivation of the Russian Pronoun Doubling Construction,권경준(성균관대학교),성균관대학교,러시아어문학연구논집,2018,No.61,"Doubling, Stage-level vs. Individual-level predicate, Identical case, Small clause, Generic Topic Operator, Topicalization, Quantificational Variability Effect, 중출, 장면 차원 대 개체 차원 술어, 동일격, 소절, 총칭 화제연산자, 화제화, 양화적 다변성 효과",인문학 > 러시아어와문학,"This paper deals with pronoun doubling construction commonly attested in Colloquial Russian. The doubling phenomena in general are observed among various languages and in various levels of language. The Russian pronoun doubling construction is composed of a lexical noun, whether argument or adjunct, that is attracted to a sentence initial position with a pronoun copy immediately following it. The pronominal copy bears the identical case. From the semantic side, the fronted noun-pronoun phrase forms a topic, and often elicits the reading of predicate with permanent property. After Sirotinina(1974)’s observation, such aspectual restriction has been widely accepted in the scholarship, and was reinterpreted by McKoy (1998, 2003) as the distinction Individual-level vs. Stage-level predicates in terms of Milsark (1974) and Carlson (1977).
I argue that such an aspectual interpretation or restriction is not derived from at the construction level, but is epiphenomenal to the small clause, which lies at the bottom of derivation. And I propose that the small-clause based structure is derived by the Generic Topic Operator, which is base generated at Spec, TP. With these two theoretical apparatuses, idiosyncratic properties both in syntax and semantics of the construction can be effectively accounted for.","This paper deals with pronoun doubling construction commonly attested in Colloquial Russian. The doubling phenomena in general are observed among various languages and in various levels of language. The Russian pronoun doubling construction is composed of a lexical noun, whether argument or adjunct, that is attracted to a sentence initial position with a pronoun copy immediately following it. The pronominal copy bears the identical case. From the semantic side, the fronted noun-pronoun phrase forms a topic, and often elicits the reading of predicate with permanent property. After Sirotinina(1974)’s observation, such aspectual restriction has been widely accepted in the scholarship, and was reinterpreted by McKoy (1998, 2003) as the distinction Individual-level vs. Stage-level predicates in terms of Milsark (1974) and Carlson (1977).
I argue that such an aspectual interpretation or restriction is not derived from at the construction level, but is epiphenomenal to the small clause, which lies at the bottom of derivation. And I propose that the small-clause based structure is derived by the Generic Topic Operator, which is base generated at Spec, TP. With these two theoretical apparatuses, idiosyncratic properties both in syntax and semantics of the construction can be effectively accounted for."
ART002189727,특허권 공동침해법리에 관한 소고,A Study on Joint Infringement of Patent,"전수정(경희법학연구소), 전성태((재)한국지식재산연구원)","경희법학연구소, (재)한국지식재산연구원",정보법학,2016,Vol.20 No.3,"공동직접침해, 단일개체이론, 구성요소완비의 원칙, 지시⋅통제, 공동사업책임, 특허권 직접침해, 간접침해, Joint Direct Infringement, Patent, Multiple Actors, Single-Entity Rules, All Element Rules, Direct and Control, Copyright Indirect Infringement, Akamai Case, Joint enterprise",사회과학 > 법학,"이 글은 복수주체에 의한 공동특허침해 문제의 규율방안을 모색한다는 측면에서국내⋅외의 주요 판례 및 학설 등을 검토하고 거기서 나타난 법리들을 분석하였다.
또한 복수주체에 의한 공동특허침해 문제의 해결에 있어서 이론적 걸림돌이 되고 있는 구성요소완비의 원칙 내지는 단일개체이론의 타당성을 검토하였다. 결론적으로먼저 실시행위를 분담한 복수주체에게 특허권에 대한 공동직접침해를 인정하기 위해서는 클레임 해석을 통하여 당해 방법발명이 복수주체가 실시한 침해대상발명의 기술적 범위에 속하는지를 우선적으로 판단하여야 한다. 그리고 이때 당해 방법발명의본질이나 균등론의 적용 가부도 함께 판단하여야 할 것으로 생각된다.
이를 전제로 하여, 복수주체 중 누구에게 책임을 귀속시켜야 할 것인지를 판단하는것이 바람직하고 판단된다. 이에 대한 방법으로는 우선 단독자에게 책임을 귀속시킬 수있는 경우에는 도구이론 내지 지배⋅관리론의 적용 여부를 검토하여야 하고, 지배⋅관리에는 인적 측면과 물적 측면의 기준을 종합적으로 고려하여 판단하여야 할 것으로생각된다. 다음으로 복수주체가 대등한 관계에 있어 복수주체 모두가 공동직접침해자가 될 수 있는 경우에는, 형법상 공동정범론에 입각하여야 한다. 즉, 객관적 요건으로서 공동실행의 사실, 주관적 요건으로는 계속적 거래관계나 공동사업관계, 전체의실시에 대한 복수주체들 각각의 기여율 그리고 실시에 의한 경제적 이익의 귀속 등을종합적으로 고려하여 판단하면 충분하다고 생각된다. 이와 같이 단독자에게 책임을귀속할 수 있는 경우 및 복수주체의 공동직접침해가 인정되는 경우에는 금지청구도아울러 인정되어야 할 것이다.","This study examined the leading domestic and foreign case, theory, etc., and analyzed the legal principles therein to seek for a solution that would regulate the problem of joint patent infringement by joint entity or multiple actors. This study also examined the principle validity of the all elements rule or the single entity rule, which is a theoretical obstacle in resolving the problem of joint patent infringement by joint entity or multiple actors.
In conclusion, The fact of who—among the joint entity or multiple actors—shall be liable for infringement must be determined in the premise thereon. As a method thereof, in cases where the liability is imputable to a single entity, the applicability of the tool theory or the direct or control rule must be examined. In addition, the applicability of the direct or control rule must be determined by comprehensively taking in consideration the personal and material aspects. Next, in cases where joint entity or multiple actors are equal in their relations and can be joint direct infringers, it must be based on the criminal joint principal offender theory. As such, it may be sufficient to determine by comprehensively taking in consideration the following—facts of joint practice as an objective requirement, continuous business relations, joint business relation, contribution rates of each member of a joint entity or multiple actors, attribution of economic interests, etc.—as the subjective requirement. In cases where the liability is attributable to a single entity and a joint direct infringement of joint entity or multiple actors is recognized, the injunction must also be recognized."
ART001681496,라이프니츠의 개체적 실체 개념에서 기체의 의미,On the Structure of Leibnizian Individual Substance,박제철(서강대학교),서강대학교,근대 철학,2007,Vol.2 No.1,"Leibniz, individual substance, bundle of attributes, the principle of the Identity of Indiscernibles, 라이프니츠, 개체의 구조, 기체 이론, 다발 이론, 식별 불가능자 동일성의 원리, 지속, 가능 세계적 동일성, 진리",인문학 > 철학,"이 논문은 라이프니츠에 있어서의 개체적 실체의 구조를 밝히고자 한다. 러셀과 클래터보우의 해석과는 달리 라이프니츠에 있어 개체적 실체는 기체를 포함하지 않는다. 다시 말해 라이프니츠에 있어 개체적 실체는 속성들의 다발이다. 이를 증명하기 위해 이 논문은 식별 불가능자 동일성의 원리, 개체의 지속에 대한 원리, 개체의 가능 세계적 동일성의 문제, 라이프니츠의 진리론 등을 다룬다. 이 모든 것에 대한 검토를 통해 우리는 라이프니츠에 있어 개체적 실체는 다발 이론적으로 해석된다는 결론을 내릴 수 있다","This article is focused on the structure of Leibnizian substance. Contrary to the interpretations of Russell and Clatterbaugh, according to which the individual substance includes substratum, the precise reading of Leibniz makes us conclude that the individual substance is a bundle of attributes. To do this, it is necessary to consider various Leibnizian doctrines : the principle of the Identity of Indiscernibles, diachronic identity of individual substance, the problem of trans -worlds identity and Leibnizian principle of the truth. This consideration will permit us to conclude that the individual substance is a bundle of attributes."
ART002592526,구키 슈조와 박홍규 − 우연의 존재론에서 타자-되기의 윤리학으로 −,Kuki Shuzo and Park Hong-gyu,이정우(경희사이버대학교),경희사이버대학교,동양철학연구,2020,No.102,"Contingency, Non-being, Categorical contingency, Individuality, Apeiron, Materiality, Fluidity, Continuity, Other, Becoming-Other, Kuki Shuzo, Park Hong-gyu., 우연, 비존재, 정언적 우연, 개체성, 아페이론, 물질성, 유동성, 연속성, 타자, 타자-되기, 구키 슈조, 박홍규.",인문학 > 철학,"본 논문은 우연의 개념에 대한 존재론적 분석으로부터 타자-되기의 윤리학을 이끌어내고자 한다. 역으로 말해, 타자-되기의 존재론을 우연의 존재론으로 밑받침함으로써 그것을 정초하고자 한다. 이를 위해서 구키 슈조의 우연론과 아페이론에 대한 박홍규의 분석을 살펴보되, 논의가 방만해지는 것을 막기 위해 양자가 공히 천착한 분야인 그리스 철학에 초점을 맞춘다.
우선 서론에서 우연의 개념이 어떤 존재론적 의의를 띠고 있는가를 약술한다. 본론의 전반부에서는 ‘정언적 우연’에 대한 구키 슈조의 분석을 검토한다. 그리고 개체의 실재성이 함축하는 윤리적 뉘앙스를 음미한다. 본론의 후반부에서는 아페이론 개념에 대한 박홍규의 분석을 검토한다. 이를 통해서 타자의 존재가 함축하는 윤리적 뉘앙스를 음미한다. 마지막 결론 부분에서는 구키 슈조의 정언적 우연의 사유와 박홍규의 아페이론의 사유를 비교하면서, 이들의 사유가 우리를 타자-되기의 윤리학으로 이끎을 논증한다.","This article tries to derive the ethics of becoming-other from the ontological analysis of the contingency. Inversely speaking, it aims to found the ethics of becoming-other by supporting it by the ontology of contingency. For this it will scrutinize the conception of contingency by Kuki Shuzo and the analysis of Apeiron by Park Hong-gyu. And for the limitation of our arguments, the arguments will focus to the Greek philosophy which both philosophers were engaged in.
First in introductory argument, it will shortly clarify the ontological significance of the concept of contingency. And in the first part of the main arguments, wil be examined the analysis of Kuki on the concept of “categorical contingency”. Next, will be appreciated the ethical nuance that is implied in the reality of the individuals. And in the second part of main arguments, will be examined the analysis of Apeiron by Prak Hong-gyu. By these examinations it will be possible to appreciate the ethical nuance which is implied in the conception of the others. Finally in the conclusion, through comparing the thought of contingency by Kuki and the conception of Apeiron by Park Hong-gyu, it will demonstrate that these philosophers’ thoughts lead us to the ethics of the becoming-other."
ART000980512,공직자의 도덕적 해이 현상에 대한 공공선택론적 분석,An Analysis on the Public offcial's Moral Hazard in Public Choice Perspective,김대군(경상대학교),경상대학교,倫理硏究,2005,Vol.1 No.60,"public official, moral hazard, public choice theory, prisoner's dilemma game, budget maximization, vote maximization, methodological individualism, 공직자, 도덕적 해이, 공공선택이론, 죄수의 딜레마, 예산극대화, 득표극대화, 방법론적 개체주의, public official, moral hazard, public choice theory, prisoner's dilemma game, budget maximization, vote maximization, methodological individualism",인문학 > 기타인문학,,
ART002704128,소셜 미디어 뉴스 표제 속 후방 조응 표현의 의미 전달 양상 연구,The patter of semantic function of cataphora in social media news Headlines,"송영숙(경희대학교), 조원익(서울대학교), 박장원(KB 국민은행), 김성동(NAVER AI)","경희대학교, 서울대학교, KB 국민은행, NAVER AI",한국어 의미학,2021,Vol.71 No.None,"소셜 미디어, 위키트리, 전방 조응, 후방 조응, 공지시, 개체, 낚시성 기사, 수사적 기법, 표제, 소셜 네트워크 저널리즘, social media, Wikitree, anaphora, cataphora, coreference, entity, hoax article, rhetorical techniques, title, social network Journalism)",인문학 > 한국어와문학,"The aim of this study is to find the distribution and semantic function of cataphora based on quantitative research in social media news. When looking at the frequency from 2015 to 2020, it was being used more frequently than before. By section, it was frequently used in “culture” and “entertainment” then “social” and “political”. The cataphora often appears in combination with specific adverbs or exclamations, or in combination with extreme or exaggerated expressions, indicating that the cataphora have a more systematic function for discourse functions. In terms of combination, the cataphora, combined with nouns or investigations, clearly indicate specific people or situations, but use rhetorical techniques that cause interest because they do not explicitly reveal the person or event they are subject to using correspondence. The range of cataphora, the target of coordination, which is directed by the cataphora in the title, was often implicit in sentences, images, or discourse, not only in the trailing vocabulary, therefore it was used in various ways. if the main information is covered by a cataphora, it could create a misunderstanding amongst the readers.","The aim of this study is to find the distribution and semantic function of cataphora based on quantitative research in social media news. When looking at the frequency from 2015 to 2020, it was being used more frequently than before. By section, it was frequently used in “culture” and “entertainment” then “social” and “political”. The cataphora often appears in combination with specific adverbs or exclamations, or in combination with extreme or exaggerated expressions, indicating that the cataphora have a more systematic function for discourse functions. In terms of combination, the cataphora, combined with nouns or investigations, clearly indicate specific people or situations, but use rhetorical techniques that cause interest because they do not explicitly reveal the person or event they are subject to using correspondence. The range of cataphora, the target of coordination, which is directed by the cataphora in the title, was often implicit in sentences, images, or discourse, not only in the trailing vocabulary, therefore it was used in various ways. if the main information is covered by a cataphora, it could create a misunderstanding amongst the readers."
